gparent,status,gen,case,Ngen,Ncase,dir,worker_id,elapsed_time,E_driver,IFAR,P_alpha_avg,P_driver_avg,P_electric_generated,P_electric_net,P_fus_avg,P_fus_peak,P_neutron_avg,Q_plant,Q_target,R_fuel,R_hotspot,R_target,TBR,Te0_peak,ablator,capital_cost,duty_cycle,eta_conversion,eta_coupling,eta_thermal,flattop_duration,levelized_CoE,max_Psol_R,max_beta_normal,max_flattop,max_fusion,max_hds03,max_ifar,max_log10_flattop,max_ne_peaking,max_oh_coil_j,max_oh_coil_stress,max_pl_stress,max_power_electric_net,max_q95,max_qpol_omp,max_tf_coil_j,max_tf_coil_stress,max_transport_error,max_zeff,max_ωpe_ωce,min_R0,min_capital_cost,min_flattop_duration,min_levelized_CoE,min_lh_power_threshold_fraction,min_log10_levelized_CoE,min_power_electric_net,min_q95,min_qmin,min_required_B0,min_βn,n_beams,ne0_peak,peak_wall_flux_avg,power_electric_net,rep_rate,rep_rate_pellet,req_flattop,req_power_electric_net,tau_pulse,zero_ohmic
/gen01/case11,success,1,11,30,50,ife_moop_run,3,1.3335990905761719,2.258118146313719,49.75525513339845,455.3720522975847,29.976084481246833,890.5501954418838,646.9264588345509,2276.8602614879237,1.828549543668592e7,1821.4882091903387,3.6554327909240287,75.95589286894148,3.59044499901256,1.077133499703768,3.9348782397009043,1.105381664021936,2.91611867421875,HDC,26.305889574372195,1.2451728581112942e-7,0.13111536416155908,0.85,12.738871019396303,NaN,0.601981478362173,NaN,NaN,NaN,-1.828549543668592e10,NaN,19.75525513339845,NaN,NaN,NaN,NaN,NaN,-646.9264588345509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.305889574372195,NaN,0.601981478362173,NaN,-0.22041687081667458,0.0,NaN,NaN,NaN,NaN,16.0,1.0484683324027542e32,1.3735936554961085e-5,5.269264588345508,13.27480784394807,13.27480784394807,NaN,546.9264588345509,9.379968981464115,NaN
/gen01/case12,fail,1,12,30,50,ife_moop_run,3,0.7152531147003174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
/gen01/case13,success,1,13,30,50,ife_moop_run,3,1.0899930000305176,4.637783963275672,30.83321788265479,832.3096734757247,31.462849976026742,1215.1697807404914,976.5617926468159,4161.548367378623,4.882317154557732e7,3329.238693902899,5.092745596863362,132.26863969886813,4.0092932944653175,1.202787988339595,4.627351949151233,1.105381664021936,3.8891806078125004,HDC,41.117414366330834,8.523715759623978e-8,0.14070539359643133,0.85,12.738871019396303,NaN,0.5882061853841173,NaN,NaN,NaN,-4.882317154557732e10,NaN,0.8332178826547896,NaN,NaN,NaN,NaN,NaN,-976.5617926468159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.117414366330834,NaN,0.5882061853841173,NaN,-0.230470412906021,0.0,NaN,NaN,NaN,NaN,16.0,5.743092935340789e31,1.2830280378717247e-5,8.56561792646816,6.784026644010493,6.784026644010493,NaN,876.5617926468159,12.564390157797254,NaN
/gen01/case14,success,1,14,30,50,ife_moop_run,9,2.1657259464263916,3.5792348678167163,37.72491087513656,729.4791871151973,31.55842496349101,1158.0369811405203,975.0277324335508,3647.395935575986,3.579924584750274e7,2917.916748460789,6.327751134560116,115.5759813677504,4.050661418558855,1.2151984255676564,4.454287879940364,1.105381664021936,3.3380675453125006,HDC,34.84317920643553,1.0188471430691937e-7,0.1878374268462632,0.85,12.738871019396303,NaN,0.5090543344598683,NaN,NaN,NaN,-3.579924584750274e10,NaN,7.724910875136558,NaN,NaN,NaN,NaN,NaN,-975.0277324335508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.84317920643553,NaN,0.5090543344598683,NaN,-0.2932358603022996,0.0,NaN,NaN,NaN,NaN,16.0,7.82847838655988e31,1.4615096522395774e-5,8.550277324335509,8.817086927503366,8.817086927503366,NaN,875.0277324335508,11.555371421949777,NaN
/gen01/case15,success,1,15,30,50,ife_moop_run,3,1.6185288429260254,4.653001197653279,42.5932637198815,1233.943938170659,26.36448102298223,1493.660662310244,1312.3026067470291,6169.719690853295,7.185259419992977e7,4935.775752682636,8.235976382033979,234.01635273893984,4.959819384676123,1.4879458154028369,5.658235047270422,1.105381664021936,3.5539019140625006,HDC,42.10503094394758,8.586634566994278e-8,0.15848033889145757,0.85,12.738871019396303,NaN,0.4492381449551027,NaN,NaN,NaN,-7.185259419992976e10,NaN,12.593263719881499,NaN,NaN,NaN,NaN,NaN,-1312.3026067470291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.10503094394758,NaN,0.4492381449551027,NaN,-0.34752337476103534,0.0,NaN,NaN,NaN,NaN,16.0,6.529593629737646e31,1.5887119096719536e-5,11.92302606747029,5.666123842022444,5.666123842022444,NaN,1212.3026067470291,15.154336203017756,NaN
/gen01/case16,fail,1,16,30,50,ife_moop_run,6,1.56062912940979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
/gen01/case17,success,1,17,30,50,ife_moop_run,2,2.2373108863830566,3.825373497046733,15.227916189709706,168.10195397166663,36.303067246526645,640.1434474545988,-97.95006907051445,840.5097698583332,1.3262805467720378e7,672.4078158866665,0.8672931452756072,23.152582787305676,2.118516950642131,0.6355550851926393,2.659559916614816,1.105381664021936,4.8544605484375,HDC,33.58663992976013,6.337345231399226e-8,0.05020521746756089,0.85,17.659562556460177,NaN,Inf,NaN,NaN,NaN,-1.3262805467720379e10,NaN,0.0,NaN,NaN,NaN,NaN,NaN,97.95006907051445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.58663992976013,NaN,Inf,NaN,Inf,1.9795006907051445,NaN,NaN,NaN,NaN,16.0,4.34347735453961e31,3.6249823553104974e-6,1.7795006907051445,9.490071302724651,9.490071302724651,NaN,197.95006907051445,6.677868931901218,NaN
/gen01/case18,success,1,18,30,50,ife_moop_run,9,1.7717640399932861,3.2175764634627853,40.4235541272778,1230.3325182734377,57.935292789745816,2041.4072362769282,1517.5081710749796,6151.662591367189,3.0902377393049803e7,4921.330073093751,3.8965659071943977,106.18160874222758,3.8724366813790083,1.1617310044137026,4.344456453541156,1.105381664021936,3.3246385046875004,HDC,35.46151993648296,1.9906761583821533e-7,0.11384436866032578,0.85,12.738871019396303,NaN,0.3486915484438328,NaN,NaN,NaN,-3.0902377393049805e10,NaN,10.423554127277797,NaN,NaN,NaN,NaN,NaN,-1517.5081710749796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.46151993648296,NaN,0.3486915484438328,NaN,-0.45755857888926216,0.0,NaN,NaN,NaN,NaN,16.0,7.871580935799806e31,5.033852575624042e-5,13.975081710749796,18.005879098020042,18.005879098020042,NaN,1417.5081710749796,11.05570101601455,NaN
/gen01/case19,success,1,19,30,50,ife_moop_run,8,2.0711028575897217,7.123243244631915,11.111333190025995,982.7750980310417,132.30632903151195,2136.367504720314,1356.486202161347,4913.875490155208,3.135087673818546e7,3931.100392124167,2.739349562183897,37.140139297378965,2.7070324345665555,0.8121097303699666,3.18199754434542,1.105381664021936,5.1158716984375,HDC,58.179154989032085,1.5673805652044473e-7,0.17297628872463128,0.85,12.738871019396303,NaN,0.604912999551483,NaN,NaN,NaN,-3.135087673818546e10,NaN,0.0,NaN,NaN,NaN,NaN,NaN,-1356.486202161347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.179154989032085,NaN,0.604912999551483,NaN,-0.21830708242468155,0.0,NaN,NaN,NaN,NaN,16.0,4.0241046589649664e31,4.147827133963565e-5,12.36486202161347,18.573888955879497,18.573888955879497,NaN,1256.486202161347,8.438623537201124,NaN
/gen01/case20,fail,1,20,30,50,ife_moop_run,4,1.1103761196136475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
